row_index,state,bid,hid,uid,current_section,recommended_section,justification,text_excerpt
1362,CA,CA_201720180AB37,51835,27,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR on behalf of county unified school district in strong support thank you
1363,CA,CA_201720180AB37,51835,28,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,isabelle NONLEGISLATOR with the GPE teacher's association with the clarification that the implementation of BILL will not require new credentials we would take a formal support next week
1364,CA,CA_201720180AB37,51835,29,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you thank you ma'am
1365,CA,CA_201720180AB37,51835,30,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,martha zaragoza diaz representing ORG and we strongly support BILL thank you
1366,CA,CA_201720180AB37,51835,31,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you any I got one movement for BILL thank you any other in support anybody in opposition would you please come forward anybody in opposition okay dias anybody want to talk about it questions seeing none I have a movement by assemblymember thurman do I have a second second I have a second by as
1442,CA,CA_201720180AB676,52039,20,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you I have a motion and a second questions for members mr COMMITTEE_MEMBER
1481,CA,CA_201720180AB814,52100,10,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you we have a motion do we have a second we do have a second anyone else in support if you could just we've had testimony if you could just give your name and your affiliation please
1543,CA,CA_201720180AB829,52479,11,OTHER,INTRO,Secretary is taking attendance/establishing quorum rather than recording a bill vote.,aguiar-curry here aguiar-curry here COMMITTEE_MEMBER here COMMITTEE_MEMBER here bloom here bloom here ORG ORG here gonzalez-fletcher here grayson here grayson here lackey GPE voepel
1591,CA,CA_201720180AB915,52546,45,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you for the clarification
1592,CA,CA_201720180AB915,52546,46,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,are there any further questions of the ORG we need a second we have a second would you like to close mr BILL_AUTHOR
1600,CA,CA_201720180AB916,52654,2,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,do we have any witnesses in support seeing none do we have any witnesses in opposition seeing none we have a motion and a second bring it back to the ORG any comments seeing none would you like to close
1609,CA,CA_201720180AB927,52100,4,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",to your first witness please
1610,CA,CA_201720180AB927,52100,5,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,good morning honorable members of ORG my name is NONLEGISLATOR and i'm here today to ask your support of ORG I serve as ORG teach GPE an organization committed to advocating on behalf of non public school children more importantly though I am here today before you as the father of william GPE and jo
1611,CA,CA_201720180AB927,52100,6,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you next witness please
1612,CA,CA_201720180AB927,52100,7,VOTE,EXPERT_TESTIMONY,"Pre-motion substantive testimony from an expert/organization witness, not vote procedure.",good morning honourable members of ORG i'm here today to ask for your support of ORG I am a parent to a seven year old child that attends a non-public day school in the GPE area of the san fernando valley we choose this school for our child because we wanted our son to receive a good education and a
1613,CA,CA_201720180AB927,52100,8,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you anyone else in support seeing none mr BILL_AUTHOR there were a number of amendments that were heard are you accepting those accepting those
1614,CA,CA_201720180AB927,52100,9,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,I accept all of the amendments the ORG has offered
1615,CA,CA_201720180AB927,52100,10,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you is there any opposition
1618,CA,CA_201720180AB927,52100,13,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,and just to echo some of the same concerns I think we definitely live in an environment where the threat to faith-based institutions is very real and very unfortunate very sad that we live under last year we were dealing with this faith-based issue in a different way with christian schools and their
1620,CA,CA_201720180AB927,52100,15,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,anyone else mr COMMITTEE_MEMBER did you have a comment
1621,CA,CA_201720180AB927,52100,16,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you mr chair I appreciate certainly BILL the intention of BILL and also I have some struggles with it so I appreciate you being here to answer some of the questions and i've I had the privilege of teaching at a high school one that had police presence one that didn't so I can definitely unders
1623,CA,CA_201720180AB927,52100,18,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,and I don't think anyone disagrees with the last sentiment and there's been incidents even in my own community with the jewish community center and with a local mosque where there have been threats and vandalism what have you and I look forward to serving on ORG for that reason so I do think it's im
1625,CA,CA_201720180AB927,52100,20,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,the ORG and the appropriation but not before us today it really does the policy about what this represents
1626,CA,CA_201720180AB927,52100,21,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,and so if this makes it through ORG to go to approps and comes back to us at some point what I would be interested in seeing is how you reconcile the temporary threat aspect of it in terms of this really addressing a temporary problem and not becoming a long term program if it is truly as designed f
1627,CA,CA_201720180AB927,52100,22,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,yeah we'll have to do it thank you
1628,CA,CA_201720180AB927,52100,23,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thanks
1629,CA,CA_201720180AB927,52100,24,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,other questions mr COMMITTEE_MEMBER
1630,CA,CA_201720180AB927,52100,25,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you assemblyman levine and I really appreciate your attention to this issue several weeks ago in a community in my district there was an attack on a mosque a hateful attack of vandalism and when these things happen whether it's this year or any other year it's really sickening I know that I wa
1631,CA,CA_201720180AB927,52100,26,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,I think what we want to do is protect children where they have become victims of threats and hate crimes and at these institutions is the place where this is taking place right now
1632,CA,CA_201720180AB927,52100,27,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,sure so I see it says that the 91 incidents against jewish centers across the country so far in 2017 do you know how many of these are in GPE
1633,CA,CA_201720180AB927,52100,28,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,well a number of them have been in GPE including jccs across the state
1634,CA,CA_201720180AB927,52100,29,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,is that right do you know how it compares to the incidents in prior years such incidents
1635,CA,CA_201720180AB927,52100,30,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,I don't have that data with me
1636,CA,CA_201720180AB927,52100,31,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,okay do you know how it compares to the number of incidents posing a threat to student safety that are not related to hate crimes whether it's gang related activity drug related involving weapons
1637,CA,CA_201720180AB927,52100,32,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,I don't have that data
1638,CA,CA_201720180AB927,52100,33,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,so if we're going to have a program that's designed to provide security to combat a particular type of incident how can we why are we introducing legislation to do that when we're not aware of the degree to which how this compares to other threats to student safety
1639,CA,CA_201720180AB927,52100,34,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,well I think that there is awareness of the issues that you're raising and if you had raised them earlier perhaps we could have understood them for this purpose but that's not the purpose that we're presenting BILL as I mentioned for example ORG spends a great deal of money dealing with law enforcem
1640,CA,CA_201720180AB927,52100,35,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,the specific threat of a rise in what you view as hate crimes at private schools
1641,CA,CA_201720180AB927,52100,36,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,the targeting of children because of who they are and how we can protect them
1642,CA,CA_201720180AB927,52100,37,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,I see so just in practice if there's an institution that's targeted and then they apply for a grant how do you envisioned this money being used
1643,CA,CA_201720180AB927,52100,38,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,so I think this is again the wisdom of the ORG amendments that ORG ORG would inform how they assess the threat and then how they recommend that threat be addressed with local law enforcement agencies I don't think it is wise to be overly prescriptive from the capitol from where we sit on how to best
1644,CA,CA_201720180AB927,52100,39,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,and I can certainly agree with that but I assume you've spoken with law enforcement about this can you just give me some sense of how you'd see this being implemented
1645,CA,CA_201720180AB927,52100,40,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,well I think like the ORG had mentioned and as we've seen in other applications whether the ballards that are placed in front of buildings much like the capitol are seen in front of for example ORG ORG which received a state and federal grant to block a truck with a bomb ramming it for example is on
1646,CA,CA_201720180AB927,52100,41,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,mm-hm thank you
1647,CA,CA_201720180AB927,52100,42,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,any other questions or comments ms COMMITTEE_MEMBER
1648,CA,CA_201720180AB927,52100,43,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,I do want to thank you for bringing this to our attention I think that just as the statement was made earlier hate crimes are wrong in any degree against any group for specific reasons related to that group I also appreciate the comments made by the ORG about the presence of law enforcement where ou
1649,CA,CA_201720180AB927,52100,44,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,so I don't think that BILL doesn't call for a nonstop presence for law enforcement it calls I think for a threat assessment to determine if there is a grant appropriate to make sure that there is not a target that is open to attack and so for example in the illustration I made for mr COMMITTEE_MEMBE
1650,CA,CA_201720180AB927,52100,45,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you
1651,CA,CA_201720180AB927,52100,46,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,thank you
1652,CA,CA_201720180AB927,52100,47,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,ms garcia
1653,CA,CA_201720180AB927,52100,48,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,just one question you i'm sorry I forgot which state you mentioned that both public and private schools can apply for these grants
1654,CA,CA_201720180AB927,52100,49,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,yeah so GPE has a longstanding program and then governor cuomo has just announced a proposal for a $25 million program that would be for institutions based on that would be targeted for hate crimes based on ideology belief and I forget what the third one was but
1655,CA,CA_201720180AB927,52100,50,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,but does your bill but your bill I haven't seen the recent amendments does your bill expand to both public and private schools or just private schools
1657,CA,CA_201720180AB927,52100,52,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,yeah I mean I struggle with a lot of things but I will say if we're going down this road a district like ORG has the economy of scales and it's the largest district here in southern california I have five small school districts including in GPE that has a large muslim lebanese community and while I 
1658,CA,CA_201720180AB927,52100,53,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,I think you guys
1659,CA,CA_201720180AB927,52100,54,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,there was not a question there so i'm going to move to mr COMMITTEE_MEMBER
1660,CA,CA_201720180AB927,52100,55,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,I just want to thank you for your work and research in addressing this very important topic of how we protect against hate crimes in our schools and I also appreciate the ORG and the ORG chairs thoughts on how we deal with the constitutional issues i'm sure in the future committees will deal with wh
1661,CA,CA_201720180AB927,52100,56,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,so do we have a motion and a second thank you chairman thank you other questions comments all right mr BILL_AUTHOR you may close if you be brief it would be appreciated
1748,CA,CA_201720180SB1053,254616,14,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you are there any other witnesses in opposition all right so I find myself trying to hold my tongue I recall when senator simitian passed his legislation I recall when senator BILL_AUTHOR passed his and I thought it was made quite clear at the time these are our most vulnerable children our mo
1762,CA,CA_201720180SB1107,255187,3,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you very much is there any witnesses in opposition hearing none questions from the ORG thank you we have a motion and a second would you like to close
1854,CA,CA_201720180SB1304,254628,4,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,bill moved by senator BILL_AUTHOR it was hard enough when there was only one veteran's home I remember these particular kinds of issues at the home then and homes now plural do we have anyone in opposition today further support
1861,CA,CA_201720180SB1304,254628,11,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you do we have a motion from any member of the ORG senator BILL_AUTHOR has moved BILL and do you want to close mr chairman
1959,CA,CA_201720180SB190,52042,20,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you is there a motion
1971,CA,CA_201720180SB237,255691,3,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you you have an organized presentation are you guys in support
1972,CA,CA_201720180SB237,255691,4,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,yes
1973,CA,CA_201720180SB237,255691,5,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,do you guys both want to speak okay if you can-
1974,CA,CA_201720180SB237,255691,6,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,we will be very brief
1975,CA,CA_201720180SB237,255691,7,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,please
1976,CA,CA_201720180SB237,255691,8,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,mr chairman and members of the ORG NONLEGISLATOR GPE manufacturers and technology association and i'll start by saying that energy prices in GPE for industrial ratepayers are about 86% above the national average or about 110% above our neighbors that makes GPE less competitive for energy intensive m
1977,CA,CA_201720180SB237,255691,9,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,mr chairman and members NONLEGISLATOR representing ORG as well as ORG would just like to say very briefly we have capped the direct access market for some time it was last open in the keyhole bill in 2009 since then essentially the ORG market has grown unfettered we don't cap that ORG is expecting t
1978,CA,CA_201720180SB237,255691,10,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",speakers in support if you could state your name your position and who you're representing
1979,CA,CA_201720180SB237,255691,11,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,mr chairman and members NONLEGISLATOR here on behalf of both ORG and albertsons safeway in support
1980,CA,CA_201720180SB237,255691,12,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,mr chair and members NONLEGISLATOR on behalf of ORG in support thank you
1981,CA,CA_201720180SB237,255691,13,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,mr chair and members NONLEGISLATOR on behalf of ORG in support
1982,CA,CA_201720180SB237,255691,14,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR on behalf of ORG and its three GPE campuses and ORG in support
1983,CA,CA_201720180SB237,255691,15,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR with ORG we support
1984,CA,CA_201720180SB237,255691,16,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR with ORG GPE farmers and food processors we support
1985,CA,CA_201720180SB237,255691,17,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR on behalf of ORG and cox automotive and we support
1986,CA,CA_201720180SB237,255691,18,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR on behalf of ORG in support
1987,CA,CA_201720180SB237,255691,19,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR for ORG in support
1988,CA,CA_201720180SB237,255691,20,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR representing endeavor support thank you
1989,CA,CA_201720180SB237,255691,21,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR representing ORG in support
1990,CA,CA_201720180SB237,255691,22,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR representing the 21000 people of IBW 1245 we support thank you
1991,CA,CA_201720180SB237,255691,23,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",do we have speakers in opposition on BILL if you could
1992,CA,CA_201720180SB237,255691,24,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,none
1994,CA,CA_201720180SB237,255691,26,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you very much any other speakers in opposition out there in the crowd if you can please make your way to the mic
1995,CA,CA_201720180SB237,255691,27,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR with ORG we oppose BILL thank you
1996,CA,CA_201720180SB237,255691,28,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR on behalf of ORG in GPE in opposition
1997,CA,CA_201720180SB237,255691,29,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR with ORG regretfully opposed
1998,CA,CA_201720180SB237,255691,30,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,ORG on behalf of the nature conservancy in opposition
1999,CA,CA_201720180SB237,255691,31,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR on behalf of ORG opposed
2000,CA,CA_201720180SB237,255691,32,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,ariel hamlin on behalf of ORG opposed
2001,CA,CA_201720180SB237,255691,33,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR TURN the utility reform network strongly oppose
2002,CA,CA_201720180SB237,255691,34,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you we'll come to member comments do we have any member comments sure discussion we have a motion but we have a we're going to table the motion so we can hear some questions and testimonies senator PUBLIC followed by senator COMMITTEE_MEMBER
2004,CA,CA_201720180SB237,255691,36,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,right let me answer that before you get to second part
2005,CA,CA_201720180SB237,255691,37,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,yeah please
2007,CA,CA_201720180SB237,255691,39,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,sorry to interrupt you it's a very specific question though it's just about whether this language about not causing cost shifting to electric corporations or to direct transaction customers and ccas aren't called out is that actually mandated within how this new increment of DA access would be imple
2008,CA,CA_201720180SB237,255691,40,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,they have cost shifting period whether it's the ccas or anybody else the people who are going to pay for this are going to bear that additional cost whatever that cost is whoever the load comes from I don't think it's agnostic with respect to who it is I don't think there's any purpose to try to shi
2009,CA,CA_201720180SB237,255691,41,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,why not mention ccas in that provision I don't know maybe you can clarify
2010,CA,CA_201720180SB237,255691,42,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,I also want him to answer a lot of questions last time as you did not specifically
2011,CA,CA_201720180SB237,255691,43,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,well the senator's right in GPE 350 and repeated in GPE 100 there is a prohibition on cost shifts whatsoever within the ORG there's also the opposition stated about my testimony two years ago about short-term contracts well we solved that that very same year later in the year in GPE 350 where we man
2012,CA,CA_201720180SB237,255691,44,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,so i'm just going to take that comment to say that this is merely in the recommendations portion the recommendations portion is discretionary so they can also analyze the cost-shifting impact potentially on ccas and there's nothing in BILL that bars-
2013,CA,CA_201720180SB237,255691,45,VOTE,LEGISLATOR_DISCUSSION,Author remarks before roll call are not vote procedure.,adversely impacts
2014,CA,CA_201720180SB237,255691,46,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,would adversely impacts because you already have existing law that actually prevents that cost-shifting for this initial increment of power that you're authorizing okay so i'm sorry thank you for indulging mr chairman the other line of questioning was about ORG compliance and I was just wondering if
2016,CA,CA_201720180SB237,255691,48,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,and that's just it senator i'd just add to that that everybody knows it's been a broad amount of discussion particularly to ORG and frankly last night in the governor's office that when this long-term contract issue comes up the ccas are going to have and this isn't about ccas but the ccas are going
2017,CA,CA_201720180SB237,255691,49,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,and so how ORG has been doing on their long-term contracting because the analysis points out that they don't yeah that there's 10 of the 11 that have failed in their local resource adequacy requirements are esps so are they not just help me understand I know there's some of the bigger ones with big 
2018,CA,CA_201720180SB237,255691,50,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,I think we'll get that representative from the esps to come up and answer this question because I don't think that the final the deadline for them meeting their obligations is until 2020 I think what there is is there has been progress reports but i'll let
2019,CA,CA_201720180SB237,255691,51,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,senator theo pelos representing ORG ORG your question is on the resource accuracy piece or the ORG piece
2020,CA,CA_201720180SB237,255691,52,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,both wondering why six are out of compliance with ORG and wondering why 10 don't have their ras
2021,CA,CA_201720180SB237,255691,53,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,to be quite frank with you I can't speak about resource adequacy I know sometimes on the resource adequacy an ESP will allow the utility to pick up some of that obligation as it relates to the ORG the next ORG compliance isn't due until 2020 all of the active members on ARM are on their way to makin
2022,CA,CA_201720180SB237,255691,54,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,I mean the thing that throws me off is one is called ORG like that doesn't sound like an ESP that's interested in meeting ORG obligation that sounds like a natural gas
2023,CA,CA_201720180SB237,255691,55,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,yeah that's a natural gas company which is that's a different set of issues and that's not BILL BILL is like-
2024,CA,CA_201720180SB237,255691,56,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,so like ORG that's an ESP and ORG those are others
2025,CA,CA_201720180SB237,255691,57,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,ORG is an ESP
2026,CA,CA_201720180SB237,255691,58,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,ORG so just give us a sense is there an intent to seek a waiver on the ORG issue
2027,CA,CA_201720180SB237,255691,59,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,the ORG isn't due until 2020 I don't know if anybody's going to need a waiver in 2020 so that someone would file a waiver now on an ORG wouldn't make sense because the report's not due for another two years
2028,CA,CA_201720180SB237,255691,60,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,so in the past period they were not found out of compliance what's in our ORG analysis this is compliance period one that's a pre-2020 compliance period
2029,CA,CA_201720180SB237,255691,61,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,so on the first compliance period when you had people with really small loads and it was a new requirement whether small entities definitely had challenges in meeting that because their loads are really small right so now we're in a different market right there's a lot more ownerables on the market 
2030,CA,CA_201720180SB237,255691,62,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,mr chairman
2031,CA,CA_201720180SB237,255691,63,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,senator COMMITTEE_MEMBER
2032,CA,CA_201720180SB237,255691,64,VOTE,LEGISLATOR_DISCUSSION,Pre-motion legislator/chair question or discussion was mislabeled VOTE.,thank you so much mr chair I do appreciate the work that has gone into BILL from senator BILL_AUTHOR always one of the most and one of the hardest working productive here in the ORG and of course mr PUBLIC as well who is also one of the hardest working and most productive i'm going to I don't have a
2120,CA,CA_201720180SB295,52297,7,VOTE,PUBLIC_COMMENTS,"Explicit PUBLIC_COMMENTS cue and public speaker indicate public comment, not the assigned section.",NONLEGISLATOR on behalf of ORG in support
2153,CA,CA_201720180SB378,52473,4,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you very much other witnesses in support
2154,CA,CA_201720180SB378,52473,5,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,thank you NONLEGISLATOR on behalf of GPE in support
2155,CA,CA_201720180SB378,52473,6,VOTE,PUBLIC_COMMENTS,"Chair is managing witness/public-comment flow, not conducting a vote.",thank you very much any other witnesses please step forward all witnesses in support if you'd give your name and affiliation
2156,CA,CA_201720180SB378,52473,7,VOTE,PUBLIC_COMMENTS,Pre-motion public/organization support or opposition statement was mislabeled VOTE.,NONLEGISLATOR director of public affairs for ORG ORG as they've mentioned we have some concerns that we've spoken to the author and the sponsor and we look forward to working with them
