row_index,bid,uid,old_section,new_section,reason,text_excerpt
439,CA_20172018BUD3940,3,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,yeah just to highlight it for you so this is actually an update from an april finance letter that was submitted that authorized the departments to receive and spend i think it was 2 1 million in private donations should they materialize and didn t provide any 
441,CA_20172018BUD3940,5,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,thank you mr chair
443,CA_20172018BUD3940,7,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,we re all charitable
445,CA_20172018BUD3940,9,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,it s a work in progress we do anticipate donations coming in the future applicable to the april proposal allocating the watered down administration fund authority to take in all the funding going forward this is to help everything get started at this point the
447,CA_20172018BUD3940,11,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,i just wanted to add that part of the funding for this first year would be used to hold donor meetings and conferences to advocate other non state funds to help advance this project as outlined in the bill
450,CA_20172018BUD3940,14,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,no no meetings to meet with potential donors
452,CA_20172018BUD3940,16,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Expert/agency responses are embedded in committee Q&A; avoid interspersing EXPERT_TESTIMONY with legislator discussion.,mr chair is this action going to take into account the april as well all in one i just wanted to clarify that
455,CA_20172018BUD3940,19,LEGISLATOR_DISCUSSION,OTHER,Post-vote transition to another department/issue.,okay department of parks and recreation let s talk about improving state and local parks
456,CA_20172018BUD6980,0,INTRO,PRESENTATION,Chair introduces the budget panel/current topic.,we are going to move on to panel number two university of california california state university and the california student aid commission let s do it at the end since we re not voting on any i should have made that announcement since we re not voting on anyth
457,CA_20172018BUD6980,1,INTRO,EXPERT_TESTIMONY,Finance representative begins initial agency testimony for the panel.,yes good afternoon jack zwald department of finance thank you mr chair for your reference i d like to distribute a list of significant adjustments that were made to the governor s january proposal we won t be reviewing all of them but we ll be happy to answer 
458,CA_20172018BUD6980,2,INTRO,EXPERT_TESTIMONY,Chair prompt within the initial agency testimony block.,go ahead
459,CA_20172018BUD6980,3,INTRO,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,thank you so i guess what i hear you saying is that the university has not responded promptly or effectively in getting that information back to you on i guess creating best practices that are being recommended is that you started off sort of chiding them for 
460,CA_20172018BUD6980,4,INTRO,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,and chris osmena with finance and i hope we have started off by recognizing them for meeting most of the agreements so i think what we say in the may revision is that there were a set of commitments in four areas that are listed in the handout that we provided
461,CA_20172018BUD6980,5,INTRO,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,okay so i recognize that there s the state audit i recognize that there s concerns about the office of the president meeting its commitments i d like to ask you though in terms of the increase in the cost that the university has proposed what 2 3 did you say i
462,CA_20172018BUD6980,6,INTRO,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,we re making one adjustment in this budget we re saying that the universities are both benefiting from increased cal grant spending related to their tuition increases and so a portion of their budget is being redirected to help make a similar adjustment to the
463,CA_20172018BUD6980,7,INTRO,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,okay and so the next question i have is have they explained the reasons for the increase we talked about the pressures that are being put on the community colleges and on increasing lcff because the pressure s there and pensions and higher cost for healthcare 
464,CA_20172018BUD6980,8,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,i think we certain accept that there are pressures being placed on the university
466,CA_20172018BUD6980,10,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,so i think our response is to avoid being volatile i don t think we wanted to be punitive in the same way but i think you heard it when the governor released his budget when asked about his concerns he raised concerns about high salary so i think there are cer
468,CA_20172018BUD6980,12,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,yes so if you meet those and you meet the final two components of the agreement between the president and the governor the funds would be released
470,CA_20172018BUD6980,14,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,two years ago so this is saying so we have essentially three commitments two of them are commitments to the president made to the governor one of them is the set of recommendations from the auditor if you meet those the funds would be released
472,CA_20172018BUD6980,16,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,so if you turn to the final page of the handout that we provided there should be listed on there too it s the second bullet achieve a ratio of at least one transfer student for every two new freshman and then under the improve operations and instruction that f
474,CA_20172018BUD6980,18,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,so the first one
475,CA_20172018BUD6980,19,OTHER,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,no i get the first one
476,CA_20172018BUD6980,20,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,activity based costing so i think that we talked at the last hearing about the difficulty in figuring out what it takes to how much the university spends on educating undergraduate students and one of the problems we noted when the governor and the president f
478,CA_20172018BUD6980,22,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,the office of the president has chosen davis and merced to do those pilots
480,CA_20172018BUD6980,24,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,we haven t opined so i think the agreement left it to the office of the president to make that decision and they ve i think for a variety of reasons chose those campuses
482,CA_20172018BUD6980,26,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,i don t think it has to i don t think they re incompatible ideas that one of the questions that this type of analysis helps to answer is is this course when it s offered online does it cost something different than what it costs when it s offered in person and
484,CA_20172018BUD6980,28,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,i think this it is very modern most of the examples are not in the united states and i think the fact that it is modern is one of the reasons it s exciting to us i think the fact that it s modern is one of the reasons why it s taken longer to accomplish this t
488,CA_20172018BUD6980,32,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,no change
492,CA_20172018BUD6980,36,OTHER,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,no just
493,CA_20172018BUD6980,37,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,you can and we can provide that i would say in terms of the uc and csu budgets the numbers are relatively easy and we re taking the governor s proposal and essentially from both looking at general fund budgets subtracting 4 million from what we had proposed in
494,CA_20172018BUD6980,38,OTHER,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,all right we will go on to the lao
495,CA_20172018BUD6980,39,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,thank you mr chair paul steenhausen with the analyst office i ll be speaking from the lao report that you saw earlier so i ll discuss uc and csu and then the student aid commission and financial aid and we ll touch on various issues at a fairly high level and 
496,CA_20172018BUD6980,40,OTHER,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,all right any questions
498,CA_20172018BUD6980,42,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,that s correct
500,CA_20172018BUD6980,44,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,yes that s right and really again to reject without prejudice there might be some merit to the proposal but it s an awful lot to consider in such a short amount of time staff just received a proposed trailer bill language so we re still looking through that yo
504,CA_20172018BUD6980,48,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,thank you mike very much senator jackson and senator moorlach kieran flaherty from the university of california and state budget relations the university was disappointed by the may revision in a couple respects one of the areas that we are not particularly co
506,CA_20172018BUD6980,50,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,speaking for myself senator i would say yes
510,CA_20172018BUD6980,54,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,thank you mr chair senators my name is ryan storm i represent the csu wanted to talk real briefly from a high level perspective from a vantage point of the csu i think portraying a system that is being consistent with its approach to this year s budget and som
512,CA_20172018BUD6980,56,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,it could be a 325 million request to the state
514,CA_20172018BUD6980,58,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,153 at this point if you look at the governor s proposal
516,CA_20172018BUD6980,60,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,172
518,CA_20172018BUD6980,62,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,sure i d be glad to this is something this committee discussed just a couple weeks ago the priority of access the state provide access to students coming out of high school especially students who have completed their lower division course work at community co
522,CA_20172018BUD6980,66,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,thank you sir i appreciate it no i just wanted to just respond real quickly the lao is correct in saying that there are lots of ways in which we can move the needle in terms of remediation and course sections that are taken and we have done that actually we ve
524,CA_20172018BUD6980,68,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,just to add that i think it s a fundamental difference between this gets to your point senator jackson about how much flexibility does the legislature does the state gives the segments uc and csu in the decisions it makes and we our view is that the legislatur
528,CA_20172018BUD6980,72,OTHER,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,please
529,CA_20172018BUD6980,73,OTHER,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,yes go ahead
533,CA_20172018BUD6980,77,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,just real briefly when you brought that up last hearing with uc i was taking notes on that and clearly the financial position of this issue is really affected by what we had discussed which was the gasb 68 or 69 which was shifting of that liability from the ca
535,CA_20172018BUD6980,79,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,we re at all time highs but we re not that high
538,CA_20172018BUD6980,82,EXPERT_TESTIMONY,LEGISLATOR_DISCUSSION,Budget panel Q&A/agency response after discussion begins; avoid interspersed expert testimony.,yes sir thank you chair and members david o brian with the california student aid commission i ll try to be brief in the interest of time we want to start by thanking the governor the administration for their continued support of the cal grant program as other
540,CA_20172018BUD6980,84,EXPERT_TESTIMONY,PUBLIC_COMMENTS,Stakeholder statement after the chair opens the public-comment portion; not renewed expert testimony.,chairman portantino patrick mccallum representing the los angeles los rios san diego san francisco peralta corrine community college districts we have my clients have sponsored some legislation over in the assembly ab 19 which would help address those 1 millio
541,CA_20172018BUD6980,85,OTHER,PUBLIC_COMMENTS,Chair acknowledgment inside public-comment stream.,thank you
