state,bid,hid,uid,pid,speaker.position,speaker.position_value,speaker.is_presiding,relative_position,sent_count,mentions_speaker,mentions_bill,speech_act_cues,section_cues,section,text,vote_section,proposed_section,justification,text_excerpt
CA,CA_201720180SB237,255691,30,8598,NONLEGISLATOR,0.0,0,0.3225806451612903,1,0,0,,,OTHER,ORG on behalf of the nature conservancy in opposition,,PUBLIC_COMMENTS,"These are short public opposition comments and chair solicitation of those comments, not unrelated/OTHER material.",ORG on behalf of the nature conservancy in opposition
CA,CA_201720180SB237,255691,31,110532,NONLEGISLATOR,0.0,0,0.3333333333333333,1,1,0,,PUBLIC_COMMENTS,OTHER,NONLEGISLATOR on behalf of ORG opposed,,PUBLIC_COMMENTS,"These are short public opposition comments and chair solicitation of those comments, not unrelated/OTHER material.",NONLEGISLATOR on behalf of ORG opposed
CA,CA_201720180SB237,255691,32,121049,NONLEGISLATOR,0.0,0,0.3440860215053763,1,0,0,,,OTHER,ariel hamlin on behalf of ORG opposed,,PUBLIC_COMMENTS,"These are short public opposition comments and chair solicitation of those comments, not unrelated/OTHER material.",ariel hamlin on behalf of ORG opposed
CA,CA_201720180SB237,255691,33,153472,NONLEGISLATOR,0.0,0,0.3548387096774194,1,1,0,,,OTHER,NONLEGISLATOR TURN the utility reform network strongly oppose,,PUBLIC_COMMENTS,"These are short public opposition comments and chair solicitation of those comments, not unrelated/OTHER material.",NONLEGISLATOR TURN the utility reform network strongly oppose
CA,CA_201720180SB237,255691,34,48,PRESIDING_CHAIR,7.0,0,0.3655913978494624,6,1,0,,,OTHER,thank you we'll come to member comments do we have any member comments sure discussion we have a motion but we have a we're going to table the motion so we can hear some questions and testimonies senator NONLEGISLATOR followed by senator COMMITTEE_MEMBER,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",thank you we'll come to member comments do we have any member comments sure discussion we have a motion but we have a we're going to table the motion so we can hear some questions and testimonies senator NONLEGISLATOR followed by senator COMMITTEE_MEMBER
CA,CA_201720180SB237,255691,35,36368,COMMITTEE_MEMBER,4.0,0,0.3763440860215054,11,1,0,,,OTHER,very good thank you mr chair senator COMMITTEE_MEMBER thank you for bringing this forward and I know your long history in this space i'm a big proponent of enhancing more distributed generation opportunities I think this market shows tremendous potential two concerns i've got one you may be able to alleviate my concern one you may not so first there's a lot of talk about cost shifting and leaving ORG customers in the lurch but can you clarify does BILL actually prevent consideration of that in the order itself or is that in the study portion of BILL this language that we're talking about where the recommendations do not cause undue shifting of costs and then they call out only electric corporations or to direct transaction customers been a lot of concerns raised from our locals about it but I read it to only be confined to the recommendations section so-,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",very good thank you mr chair senator COMMITTEE_MEMBER thank you for bringing this forward and I know your long history in this space i'm a big proponent of enhancing more distributed generation opportunities I think this market shows tremendous potential two concerns i've got one you may be able to alleviate my concern
CA,CA_201720180SB237,255691,36,99,COMMITTEE_MEMBER,4.0,0,0.3870967741935484,1,0,0,,,OTHER,right let me answer that before you get to second part,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",right let me answer that before you get to second part
CA,CA_201720180SB237,255691,37,36368,COMMITTEE_MEMBER,4.0,0,0.3978494623655914,1,0,0,,,OTHER,yeah please,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",yeah please
CA,CA_201720180SB237,255691,38,99,COMMITTEE_MEMBER,4.0,0,0.4086021505376344,16,1,0,,,OTHER,if I could senator NONLEGISLATOR since about 2002 I don't know how much money's been spent and time's been spent on this issue of cost shifting when I had BILL before this committee years ago I brought before all of the various decisions that were made and this whole dynamic about in the post-energy crisis time how do we make sure that there's no stranded costs that there's resource adequacy whichever resource adequacy bill that we have no cost shift and what you'll see is it's not so much needs to be here because there's an entire body of law case authority at the ORG all of which prevents cost shifting it's exceedingly robust for people that leave and want to come back I mean if you want me to go through and give it to you but it's nothing less than extraordinary we have all the investors and utilities who last time when we were trying to do this were all against us you don't see them here today because I think that they see the benefit and the shifting away that they're becoming pipes wires and pole companies and we gotta figure out how to give them a rate of return to being more agnostic of what the source of power that's exactly what ORG is doing they're using their systems right and so that's pretty much been baked in the law in the last 15 years I don't think you would see the investor-owned utilities here being very loud as they were last time around about that and I think we've solved that issue but I think that's really what going on,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",if I could senator NONLEGISLATOR since about 2002 I don't know how much money's been spent and time's been spent on this issue of cost shifting when I had BILL before this committee years ago I brought before all of the various decisions that were made and this whole dynamic about in the post-energy crisis time how do 
CA,CA_201720180SB237,255691,39,36368,COMMITTEE_MEMBER,4.0,0,0.4193548387096774,6,0,0,,,OTHER,sorry to interrupt you it's a very specific question though it's just about whether this language about not causing cost shifting to electric corporations or to direct transaction customers and ccas aren't called out is that actually mandated within how this new increment of DA access would be implemented or is it really just embedded in the recommendations themselves in other words is it part of the study or is it part of how the actual new energy would be brought on line,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",sorry to interrupt you it's a very specific question though it's just about whether this language about not causing cost shifting to electric corporations or to direct transaction customers and ccas aren't called out is that actually mandated within how this new increment of DA access would be implemented or is it real
CA,CA_201720180SB237,255691,40,99,COMMITTEE_MEMBER,4.0,0,0.4301075268817204,5,0,0,,,OTHER,they have cost shifting period whether it's the ccas or anybody else the people who are going to pay for this are going to bear that additional cost whatever that cost is whoever the load comes from I don't think it's agnostic with respect to who it is I don't think there's any purpose to try to shift it to ccas or anybody else I think everybody's gotta go through that stress test,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",they have cost shifting period whether it's the ccas or anybody else the people who are going to pay for this are going to bear that additional cost whatever that cost is whoever the load comes from I don't think it's agnostic with respect to who it is I don't think there's any purpose to try to shift it to ccas or any
CA,CA_201720180SB237,255691,41,36368,COMMITTEE_MEMBER,4.0,0,0.4408602150537634,2,0,0,,,OTHER,why not mention ccas in that provision I don't know maybe you can clarify,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",why not mention ccas in that provision I don't know maybe you can clarify
CA,CA_201720180SB237,255691,42,99,COMMITTEE_MEMBER,4.0,0,0.4516129032258064,1,0,0,,,OTHER,I also want him to answer a lot of questions last time as you did not specifically,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",I also want him to answer a lot of questions last time as you did not specifically
CA,CA_201720180SB237,255691,43,294,EXPERT,1.0,0,0.4623655913978494,14,0,0,,,OTHER,well the senator's right in GPE 350 and repeated in GPE 100 there is a prohibition on cost shifts whatsoever within the ORG there's also the opposition stated about my testimony two years ago about short-term contracts well we solved that that very same year later in the year in GPE 350 where we mandated that all esps ccas and ious enter into long-term contracts starting in 2020 so that was my testimony in march and then today it's different because we solved that problem in GPE 350 relative to the recommendations we've had conversations the author's office has had conversations with president picker BILL requires him to make a recommendation back to the ORG on what would be the appropriate increase in the cap this set of recommendations is not limited to what they can look at and we fully anticipate that they're going to use their discretion at the ORG to make that recommendation they'll probably do it within an existing proceeding that they have on customer choice what BILL is intended to do is in the interim until the ORG makes that decision provide a very modest amount of relief to the backlog that we have especially for existing customers like the GPE and many csus that have had long-term DA contracts their campuses have expanded and it doesn't make sense for them to be purchasing their power from one company and then have to go and now get it from somebody else as well and lastly the other reason why our position has changed is because unlike the ccas we have had ESP companies signed collective bargaining agreements with their internal staffs that we now represent like the call centers for noble for instance,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",well the senator's right in GPE 350 and repeated in GPE 100 there is a prohibition on cost shifts whatsoever within the ORG there's also the opposition stated about my testimony two years ago about short-term contracts well we solved that that very same year later in the year in GPE 350 where we mandated that all esps 
CA,CA_201720180SB237,255691,44,36368,COMMITTEE_MEMBER,4.0,0,0.4731182795698925,2,0,0,,,OTHER,so i'm just going to take that comment to say that this is merely in the recommendations portion the recommendations portion is discretionary so they can also analyze the cost-shifting impact potentially on ccas and there's nothing in BILL that bars-,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",so i'm just going to take that comment to say that this is merely in the recommendations portion the recommendations portion is discretionary so they can also analyze the cost-shifting impact potentially on ccas and there's nothing in BILL that bars-
CA,CA_201720180SB237,255691,45,99,COMMITTEE_MEMBER,4.0,0,0.4838709677419355,1,0,0,,,OTHER,adversely impacts,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",adversely impacts
CA,CA_201720180SB237,255691,46,36368,COMMITTEE_MEMBER,4.0,0,0.4946236559139785,5,0,0,,,OTHER,would adversely impacts because you already have existing law that actually prevents that cost-shifting for this initial increment of power that you're authorizing okay so i'm sorry thank you for indulging mr chairman the other line of questioning was about ORG compliance and I was just wondering if you guys could all,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",would adversely impacts because you already have existing law that actually prevents that cost-shifting for this initial increment of power that you're authorizing okay so i'm sorry thank you for indulging mr chairman the other line of questioning was about ORG compliance and I was just wondering if you guys could all
CA,CA_201720180SB237,255691,47,99,COMMITTEE_MEMBER,4.0,0,0.5053763440860215,7,0,0,,,OTHER,to cut to the chase ORG compliance is required we just passed the other day 100% hopefully the governor signs it and ORG has compliance for all these entities and if they don't comply there's a penalty section the reason there's no numbers i'm informed don't know if it's true personal knowledge that there's ccas that are out of compliance but they don't have reporting requirements so ultimately at the end of the day going to 100% for everybody and if you don't go there it applies to everybody and if you don't go there you get fined,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",to cut to the chase ORG compliance is required we just passed the other day 100% hopefully the governor signs it and ORG has compliance for all these entities and if they don't comply there's a penalty section the reason there's no numbers i'm informed don't know if it's true personal knowledge that there's ccas that a
CA,CA_201720180SB237,255691,48,294,EXPERT,1.0,0,0.5161290322580645,5,0,0,,,OTHER,and that's just it senator i'd just add to that that everybody knows it's been a broad amount of discussion particularly to ORG and frankly last night in the governor's office that when this long-term contract issue comes up the ccas are going to have and this isn't about ccas but the ccas are going to have a very difficult time meeting those long-term contract obligations because they have not been found creditworthy and they've not been signing ppas today with very few exceptions,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",and that's just it senator i'd just add to that that everybody knows it's been a broad amount of discussion particularly to ORG and frankly last night in the governor's office that when this long-term contract issue comes up the ccas are going to have and this isn't about ccas but the ccas are going to have a very diff
CA,CA_201720180SB237,255691,49,36368,COMMITTEE_MEMBER,4.0,0,0.5268817204301075,3,0,0,,,OTHER,and so how ORG has been doing on their long-term contracting because the analysis points out that they don't yeah that there's 10 of the 11 that have failed in their local resource adequacy requirements are esps so are they not just help me understand I know there's some of the bigger ones with big balance sheets I mean with these ones that aren't in compliance are these the smaller esps that we have to sort of push here,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",and so how ORG has been doing on their long-term contracting because the analysis points out that they don't yeah that there's 10 of the 11 that have failed in their local resource adequacy requirements are esps so are they not just help me understand I know there's some of the bigger ones with big balance sheets I mea
CA,CA_201720180SB237,255691,50,294,EXPERT,1.0,0,0.5376344086021505,3,0,0,,,OTHER,I think we'll get that representative from the esps to come up and answer this question because I don't think that the final the deadline for them meeting their obligations is until 2020 I think what there is is there has been progress reports but i'll let,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",I think we'll get that representative from the esps to come up and answer this question because I don't think that the final the deadline for them meeting their obligations is until 2020 I think what there is is there has been progress reports but i'll let
CA,CA_201720180SB237,255691,51,950,EXPERT,1.0,0,0.5483870967741935,2,0,0,,,OTHER,senator theo pelos representing ORG ORG your question is on the resource accuracy piece or the ORG piece,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",senator theo pelos representing ORG ORG your question is on the resource accuracy piece or the ORG piece
CA,CA_201720180SB237,255691,52,36368,COMMITTEE_MEMBER,4.0,0,0.5591397849462365,1,0,0,,,OTHER,both wondering why six are out of compliance with ORG and wondering why 10 don't have their ras,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",both wondering why six are out of compliance with ORG and wondering why 10 don't have their ras
CA,CA_201720180SB237,255691,53,950,EXPERT,1.0,0,0.5698924731182796,5,0,0,,,OTHER,to be quite frank with you I can't speak about resource adequacy I know sometimes on the resource adequacy an ESP will allow the utility to pick up some of that obligation as it relates to the ORG the next ORG compliance isn't due until 2020 all of the active members on ARM are on their way to making that and have made- i'm a little confused by that that wouldn't make sense the ORG piece would not make sense,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",to be quite frank with you I can't speak about resource adequacy I know sometimes on the resource adequacy an ESP will allow the utility to pick up some of that obligation as it relates to the ORG the next ORG compliance isn't due until 2020 all of the active members on ARM are on their way to making that and have made
CA,CA_201720180SB237,255691,54,36368,COMMITTEE_MEMBER,4.0,0,0.5806451612903226,2,0,0,,,OTHER,I mean the thing that throws me off is one is called ORG like that doesn't sound like an ESP that's interested in meeting ORG obligation that sounds like a natural gas,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",I mean the thing that throws me off is one is called ORG like that doesn't sound like an ESP that's interested in meeting ORG obligation that sounds like a natural gas
CA,CA_201720180SB237,255691,55,950,EXPERT,1.0,0,0.5913978494623656,1,0,0,,,OTHER,yeah that's a natural gas company which is that's a different set of issues and that's not BILL BILL is like-,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",yeah that's a natural gas company which is that's a different set of issues and that's not BILL BILL is like-
CA,CA_201720180SB237,255691,56,36368,COMMITTEE_MEMBER,4.0,0,0.6021505376344086,1,0,0,,,OTHER,so like ORG that's an ESP and ORG those are others,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",so like ORG that's an ESP and ORG those are others
CA,CA_201720180SB237,255691,57,950,EXPERT,1.0,0,0.6129032258064516,1,0,0,,,OTHER,ORG is an ESP,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",ORG is an ESP
CA,CA_201720180SB237,255691,58,36368,COMMITTEE_MEMBER,4.0,0,0.6236559139784946,1,0,0,,,OTHER,ORG so just give us a sense is there an intent to seek a waiver on the ORG issue,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",ORG so just give us a sense is there an intent to seek a waiver on the ORG issue
CA,CA_201720180SB237,255691,59,950,EXPERT,1.0,0,0.6344086021505376,2,0,0,,,OTHER,the ORG isn't due until 2020 I don't know if anybody's going to need a waiver in 2020 so that someone would file a waiver now on an ORG wouldn't make sense because the report's not due for another two years,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",the ORG isn't due until 2020 I don't know if anybody's going to need a waiver in 2020 so that someone would file a waiver now on an ORG wouldn't make sense because the report's not due for another two years
CA,CA_201720180SB237,255691,60,36368,COMMITTEE_MEMBER,4.0,0,0.6451612903225806,3,0,0,,,OTHER,so in the past period they were not found out of compliance what's in our ORG analysis this is compliance period one that's a pre-2020 compliance period,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",so in the past period they were not found out of compliance what's in our ORG analysis this is compliance period one that's a pre-2020 compliance period
CA,CA_201720180SB237,255691,61,950,EXPERT,1.0,0,0.6559139784946236,10,0,0,,,OTHER,so on the first compliance period when you had people with really small loads and it was a new requirement whether small entities definitely had challenges in meeting that because their loads are really small right so now we're in a different market right there's a lot more ownerables on the market we've built out the renewables there's plenty of excess utility contracts for ORG I would surprise me that that would be a problem in the next report which will be 2020 the problems that we faced in the nascent period of some of these requirements everyone was struggling with was it more difficult for some of the esps probably but now the market's changed because of a lot of the work that we've done here in the ORG and those resources are widely available,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",so on the first compliance period when you had people with really small loads and it was a new requirement whether small entities definitely had challenges in meeting that because their loads are really small right so now we're in a different market right there's a lot more ownerables on the market we've built out the 
CA,CA_201720180SB237,255691,62,93,COMMITTEE_MEMBER,4.0,0,0.6666666666666666,2,0,0,,,OTHER,mr chairman,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",mr chairman
CA,CA_201720180SB237,255691,63,48,PRESIDING_CHAIR,7.0,0,0.6774193548387096,1,1,0,,,OTHER,senator COMMITTEE_MEMBER,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",senator COMMITTEE_MEMBER
CA,CA_201720180SB237,255691,64,93,COMMITTEE_MEMBER,4.0,0,0.6881720430107527,26,1,0,,,OTHER,thank you so much mr chair I do appreciate the work that has gone into BILL from senator COMMITTEE_MEMBER always one of the most and one of the hardest working productive here in the ORG and of course mr NONLEGISLATOR as well who is also one of the hardest working and most productive i'm going to I don't have any questions but a few comments quickly and i'll do it in less than two minutes like it or not nearly 50% of the population are going to receive their energy from ccas here in the coming years when I was in ORG in GPE we started up what is now one of the largest ccas in the state ORG and what we had one of the biggest decisions that we had to make is if this is going to be feasible because the taxpayers would be on the hook so we had to look at what our load was going to be and the way we looked at load is not just is not on residential but it's going to be also on commercial and to be able to see if this is going to make it work because we also made a commitment that we're going to be delivering energy greener as well as at a cheaper rate and I have some concerns because each of the ccas have done there own determination alone so there is some concern about that I also come from a municipal utility i'm glad that BILL exempts municipal utilities but it exempts but it does not exempt ccas the other piece that i'll say is we'll look at this cap increase from 13 to 15% I do have some concerns in regards to the study that we are predetermining if we do look at esps by far not all are complying with ORG absolutely correct in regards to they have a 2020 deadline to be able to get there and we take a look at what those long-term contracts had been whether it's for municipal as well as ORG and on the ORG side many have already hit their goal or exceeded it that's so that's my understanding and have the data so as I shared with the good senator i'm not going to be able to support BILL i'm very grateful for the work that's been put into this but im not going to be able to support BILL today,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",thank you so much mr chair I do appreciate the work that has gone into BILL from senator COMMITTEE_MEMBER always one of the most and one of the hardest working productive here in the ORG and of course mr NONLEGISLATOR as well who is also one of the hardest working and most productive i'm going to I don't have any quest
CA,CA_201720180SB237,255691,65,100945,COMMITTEE_MEMBER,4.0,0,0.6989247311827957,12,1,0,,,OTHER,thank you and I want to thank senator COMMITTEE_MEMBER for his time and effort in BILL and i'm always at a loss when I hear the concerns about cost shifts but no one's concerned about the cost shift that investor owned utilities have experienced over the last 10 years with most of the crazy policies that we've implemented here in this ORG that allows the formation of ccas esps and I don't even understand why you would categorize an ESP any different or a ORG any different from the ESP they're energy service provider regardless of how you want to dress it up that's all they are on paper they provide power they don't create any jobs and it's a cost shift to the investor owned utility who's entered into long-term contracts and we're allowing their customers to migrate away and I believe in customer choice I truly believe in customer choice but to continue to be concerned about the cost shift only when it impacts ORG and not the investor owned utility I think we're missing a mark here we should be concerned any time customers are or any entity is asked to enter in a long-term contract and will allow their customers to migrate away regardless who the provider of that power is so I think this is another opportunity to expand the market everybody talks about they like customer choice and a competitive market just provides it,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",thank you and I want to thank senator COMMITTEE_MEMBER for his time and effort in BILL and i'm always at a loss when I hear the concerns about cost shifts but no one's concerned about the cost shift that investor owned utilities have experienced over the last 10 years with most of the crazy policies that we've implemen
CA,CA_201720180SB237,255691,66,48,PRESIDING_CHAIR,7.0,0,0.7096774193548387,1,0,0,,,OTHER,do we have a motion to move the confederate ORG amendments,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",do we have a motion to move the confederate ORG amendments
CA,CA_201720180SB237,255691,67,34364,COMMITTEE_MEMBER,4.0,0,0.7204301075268817,6,0,0,,,OTHER,yes thank you so I in the analysis i've read I heard a comment that the org's do not have the same disclosure responsibilities that a direct access and my understanding from the analysis is it's the opposite that the direct access customers don't have the same disclosure requirements their contracts are not always made public whereas the org's are i'd like to hear from both sides on that to get clarification,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",yes thank you so I in the analysis i've read I heard a comment that the org's do not have the same disclosure responsibilities that a direct access and my understanding from the analysis is it's the opposite that the direct access customers don't have the same disclosure requirements their contracts are not always made
CA,CA_201720180SB237,255691,68,294,EXPERT,1.0,0,0.7311827956989247,3,0,0,,,OTHER,again i'm going to answer part of the question and answer the direct access advocates come up one difference between ORG that contrasts is that when ESP negotiates with a customer they have to negotiate directly with them one customer at a time negotiate a contract that's good for one year whereas the ORG sweeps customers and oftentimes those customers are totally unaware that they are now a customer of ORG,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",again i'm going to answer part of the question and answer the direct access advocates come up one difference between ORG that contrasts is that when ESP negotiates with a customer they have to negotiate directly with them one customer at a time negotiate a contract that's good for one year whereas the ORG sweeps custom
CA,CA_201720180SB237,255691,69,34364,COMMITTEE_MEMBER,4.0,0,0.7419354838709677,1,0,0,,,OTHER,disclosure on the contracts that's the only question,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",disclosure on the contracts that's the only question
CA,CA_201720180SB237,255691,70,950,EXPERT,1.0,0,0.7526881720430108,6,1,0,,PUBLIC_COMMENTS,OTHER,NONLEGISLATOR representing ORG as it relates to the transparency issue I think we got pretty high marks for the ORG for what we disclosed we've been a big advocate on the power content labeling we have to provide all the same ORG reports that any retail seller does the difference though the actual contract because we're in a competitive market in other words if i'm serving a company right after that contract is up another company can come and try to steal them from me so the actual prices and terms of those contracts is confidential because it's a competitive market which is what we would say makes this the robust market and is able to drive down prices so that portion of the contract is absolutely confidential having said that as far as the fine lines at the ORG we meet the same that any-,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",NONLEGISLATOR representing ORG as it relates to the transparency issue I think we got pretty high marks for the ORG for what we disclosed we've been a big advocate on the power content labeling we have to provide all the same ORG reports that any retail seller does the difference though the actual contract because we'r
CA,CA_201720180SB237,255691,71,294,EXPERT,1.0,0,0.7634408602150538,6,0,0,,,OTHER,in addition to that the org's report to CARB their ORG footprint of their portfolio and the ccas do not the reason why ccas do not is because they use an intermediary so for instance when they purchase from ORG they do not report directly to CARB because they buy it through ORG and so ORG which purchases for a huge number of different folks reports but you can't differentiate what exactly in their portfolio belongs to ORG for instance so in a lot of respects esps hit a higher standard for transparency than ccas do,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",in addition to that the org's report to CARB their ORG footprint of their portfolio and the ccas do not the reason why ccas do not is because they use an intermediary so for instance when they purchase from ORG they do not report directly to CARB because they buy it through ORG and so ORG which purchases for a huge num
CA,CA_201720180SB237,255691,72,14343,EXPERT,1.0,0,0.7741935483870968,3,0,0,,,OTHER,mr chairman a lot of things have been said about ccas can I have two or three minutes to respond please okay,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",mr chairman a lot of things have been said about ccas can I have two or three minutes to respond please okay
CA,CA_201720180SB237,255691,73,34364,COMMITTEE_MEMBER,4.0,0,0.7849462365591398,1,0,0,,,OTHER,but just to ask a question on disclosure,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",but just to ask a question on disclosure
CA,CA_201720180SB237,255691,74,48,PRESIDING_CHAIR,7.0,0,0.7956989247311828,1,0,0,,,OTHER,briefly,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",briefly
CA,CA_201720180SB237,255691,75,14343,EXPERT,1.0,0,0.8064516129032258,4,0,0,,,OTHER,yes sir thank you I will respond briefly so first of all i'm just going to categorically disagree with any assertion that A org's aren't compliant with the ORG,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",yes sir thank you I will respond briefly so first of all i'm just going to categorically disagree with any assertion that A org's aren't compliant with the ORG
CA,CA_201720180SB237,255691,76,34364,COMMITTEE_MEMBER,4.0,0,0.8172043010752689,1,0,0,,,OTHER,just about disclosure,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",just about disclosure
CA,CA_201720180SB237,255691,77,14343,EXPERT,1.0,0,0.8279569892473119,2,0,0,,,OTHER,right right all the evidence to the contrary B we are governed by locally,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",right right all the evidence to the contrary B we are governed by locally
CA,CA_201720180SB237,255691,78,48,PRESIDING_CHAIR,7.0,0,0.8387096774193549,0,0,0,,,OTHER,if I could just interrupt you asked-,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",if I could just interrupt you asked-
CA,CA_201720180SB237,255691,79,34364,COMMITTEE_MEMBER,4.0,0,0.8494623655913979,1,0,0,,,OTHER,disclosure,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",disclosure
CA,CA_201720180SB237,255691,80,14343,EXPERT,1.0,0,0.8602150537634409,1,0,0,,,OTHER,yes,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",yes
CA,CA_201720180SB237,255691,81,34364,COMMITTEE_MEMBER,4.0,0,0.8709677419354839,1,0,0,,,OTHER,thank you,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",thank you
CA,CA_201720180SB237,255691,82,48,PRESIDING_CHAIR,7.0,0,0.8817204301075269,0,0,0,,,OTHER,disclosure of the esps-,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",disclosure of the esps-
CA,CA_201720180SB237,255691,83,14343,EXPERT,1.0,0,0.8924731182795699,7,0,0,,,OTHER,I will respond so secondly to your question senator as you all know ccas are governed by local elected governing boards the brown act applies etc all the discussions are consistent with the equivalent of a ORG meeting and they're completely transparent and they're not here I guess testifying today but at previous hearings on this matter turn is the one who has asserted that the ESP contracts are not transparent and finally all I did with regard to resource adequacy and the ORG is read the ORG analysis in a few short words it said these esps aren't compliant and there was about 15 minutes of discussion to perhaps suggest that they are they're not and BILL would reward them,,LEGISLATOR_DISCUSSION,"This segment is member Q&A and policy discussion with witness responses on the bill, not unrelated/OTHER material.",I will respond so secondly to your question senator as you all know ccas are governed by local elected governing boards the brown act applies etc all the discussions are consistent with the equivalent of a ORG meeting and they're completely transparent and they're not here I guess testifying today but at previous heari
